,spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
194,29202,10,272353,416,438,2526,15112,21603,20122,42012,42163,27592987,27056877,9,427686,36980,5973,17521531,227.65,175482,506665969,bubak64,"1207,00"
195,3344,35,14039,234,49,1518,637,1922,2289,1751,4260,863481,2173014,6,29951,1464,1927,998522,134.42,8565,595783835,IvanMaksimchik,"250,59"
196,1033,0,6570,251,33,1223,566,913,1028,2301,1974,659284,1065744,6,11625,1045,1876,495439,129.07,142,619981217,RenamedUser_3961838,"469,74"
197,3449,221,17794,287,49,2085,909,2013,2207,4817,4269,1882960,2433039,7,35057,2200,4337,1225428,210.5,4933,507107504,jannis368,"670,01"
198,30192,1071,140439,509,246,2156,7381,13998,14744,21681,28988,22616453,26204956,8,228277,19652,6360,14749115,311.81,93618,515437188,kliemt1,"928,09"
200,218,266,2579,524,15,2673,175,266,291,409,572,370407,203791,9,6153,457,2537,299883,102.17,1603,616507170,BlackArchiAit,"1144,71"
201,1116,0,6672,208,24,1606,444,881,1040,3525,1945,443508,816762,5,12883,877,3915,404379,144.39,1768,509893525,krystiankozak123,"314,15"
202,436,0,5249,487,13,1850,224,351,351,1035,715,446716,369374,6,8130,530,2789,348329,137.91,3809,682198230,Siberia_3,"1101,87"
203,10561,2371,97870,348,268,1848,6599,10969,11300,16800,22537,14108360,15274493,8,190752,15562,5218,7852159,188.48,64915,630349535,jry_1_2015,"831,15"
204,23452,322,184750,683,397,2539,10470,15339,12328,42324,28064,42735061,26647633,9,265668,34314,7995,19168089,444.1,64087,654941802,9kyD3a_TR,"2110,97"
205,1239,0,5625,369,3,2189,162,476,469,906,948,366074,476020,8,8827,703,3069,349649,120.91,3833,607340294,RenamedUser_66689467,"850,71"
206,2821,0,14170,325,33,1671,459,1449,1677,3859,3159,1386828,2802484,5,20444,1309,4149,1028029,224.73,8689,610996542,blackwolf99_95464495,"497,48"
207,2212,0,15280,304,36,1643,800,1624,1753,2880,3413,1555884,1960312,8,27340,2013,3409,1036254,157.03,10102,597359115,Nerf12345_4018866,"663,29"
208,422,273,2891,190,3,683,180,341,315,1070,659,115710,115807,4,7232,363,1103,125532,52.81,1728,534243134,AcidJ,"549,09"
209,589,0,4488,282,8,1452,331,616,756,874,1380,435141,901504,7,7259,501,2631,389324,120.82,2358,535666958,Loykakos,"325,31"
210,792,10,3442,135,33,869,553,965,1178,1653,2176,186586,612982,4,9475,380,1118,293259,85.81,365,503210208,juanjaberg,"45,89"
211,13235,374,60461,458,139,2741,2815,6092,6442,19836,12673,9881471,14218369,7,89063,8510,5470,5810249,312.25,33903,500269159,por_Michal,"910,85"
212,1108,207,5113,236,26,1671,219,714,936,555,1676,431962,965128,4,11075,491,3275,396012,125.28,2718,562264977,TheNivetGM,"252,11"
213,926,0,5600,177,20,1144,323,728,763,2080,1511,229889,479737,5,15640,541,1797,266711,62.34,3545,515124910,balbog,"216,90"
214,686,0,3575,173,12,1101,178,389,476,1285,877,87047,216476,4,9473,286,1530,151596,72.65,579,507606375,snajper_II,"104,65"
215,493,0,3247,154,10,880,308,528,544,2417,1082,123718,277802,4,10067,360,755,167047,77.75,97,503824100,axaray68,"169,91"
216,4416,231,29048,355,99,1773,2490,3750,3838,3856,7687,4393647,2904996,8,52922,5777,3444,2732389,142.16,2304,503852265,Wanderer007,"923,28"
217,12808,39,83380,615,157,2317,3898,6255,5559,11718,11971,11823786,10173346,8,133403,12385,6168,7364132,371.52,34656,502021845,Darehitorimo,"1562,29"
218,12343,3456,142311,574,485,1880,12792,17556,18855,18221,36896,50043422,36851745,9,237216,34139,8382,21191064,246.91,86095,604823903,Vovandrelo,"1156,59"
219,823,21,7329,451,12,1803,256,539,558,2224,1109,605069,883425,6,11162,700,3641,499951,191.5,4722,562540085,Schattenhaii,"891,55"
220,5348,495,37290,467,96,2017,1892,3377,3887,7371,7360,5468513,5690323,9,64598,4383,4741,3437407,222.2,22813,518957620,Destyla,"867,14"
221,13493,975,80290,594,175,2810,4144,7195,6463,14364,13833,15357808,12510322,10,130783,12732,7161,8213678,359.62,51123,618838708,simplenickk,"1529,79"
222,8479,1050,47410,331,137,2036,3736,6739,7296,15226,14172,8174657,8866701,8,87838,7517,4503,4696301,185.66,28620,534955821,andrzej102_2016,"728,42"
223,1042,0,4792,331,9,1818,327,500,541,376,1050,392699,402708,7,8895,684,3063,347140,201.75,3361,536664860,miraslin,"749,25"
224,2834,111,11892,178,39,1068,649,1861,2159,3219,4059,575953,1459318,5,27634,1299,1950,721060,77.99,6919,523860148,birbo78,"164,27"
225,17621,0,115594,309,216,1738,5188,11838,12400,25851,24454,10728795,15624853,7,207248,14065,4477,7544990,185.81,77175,626784759,pensioner195925,"676,09"
226,1118,0,5106,252,16,1299,215,679,803,1639,1498,421884,960214,5,9191,439,2345,376808,150.8,2807,632769393,WRATH_2016,"363,92"
227,1598,40,7341,233,11,1787,271,1009,1107,944,2127,466026,651052,8,14050,1019,2800,495425,95.65,5033,599767836,Zioni_R,"453,99"
228,6420,698,31637,379,100,2123,2077,3999,4397,5546,8496,4908534,6152681,8,53818,4387,4940,3221174,230.87,19897,627271180,DeningeR_27915716,"701,04"
229,6971,0,34179,496,41,2373,934,2749,2214,3000,5004,4491701,3973589,8,50710,4585,5134,2481650,286.02,26124,523103567,Jas_aka_wipe,"1763,55"
230,3730,0,23158,338,24,2183,683,1711,1725,6374,3460,1368088,1915664,8,38225,2142,2728,1170182,189.04,14801,626717617,_PRO_100_ToxA,"779,57"
231,540,45,3734,189,4,980,247,532,603,913,1139,97863,341943,6,10624,291,916,215253,72.66,1830,536068501,esser_j,"72,61"
232,45588,136,227574,656,317,2882,8954,19045,19496,13818,38858,48243692,47765818,9,310091,29977,7879,25484007,467.1,158898,512352741,___Krzyzak___,"1364,82"
233,2862,0,5919,285,4,1305,22,240,285,320,529,65681,138530,5,11642,215,1161,150799,101.24,3418,614088826,1stPinitration,"303,54"
235,895,0,5970,156,21,930,296,782,935,2181,1738,196694,628441,4,14950,448,1726,270584,80.91,1568,655165155,YARIK30101999,"63,24"
237,27789,786,100259,573,172,2580,3403,8783,8164,6363,17119,19993865,19398438,9,153473,13226,8168,9813314,508.26,69638,507386427,nicitel68,"1506,75"
238,17050,202,102376,546,186,2368,4536,7573,6573,24557,14332,17581165,13420434,10,141469,14862,7637,7824825,452.61,58136,621465033,Stalker_ts,"1884,96"
239,493,0,4204,301,32,1394,407,608,743,2491,1383,566714,1188534,5,7351,606,3109,416639,165.94,2183,545452753,adyamp20,"349,58"
240,314,0,1732,91,8,611,119,234,287,782,529,19976,56331,4,10814,118,130,48402,28.81,94,503995973,schauby,"29,02"
242,1209,66,9131,331,9,1983,436,856,858,316,1723,786588,909746,10,18222,1510,2880,571149,126.33,6323,547203886,KINGTROLL75,"883,86"
244,1733,18,7513,166,20,1088,595,1370,1677,4431,3067,271034,1181210,6,27590,617,1642,510585,78.36,3435,535261073,Iceman77_2016,"48,06"
245,421,29,2327,149,14,804,187,413,488,674,915,89830,235489,4,4819,234,1078,136194,60.76,1410,511982971,pmfas,"69,75"
247,3869,0,14233,316,22,1580,528,1466,1451,1582,2939,1203613,1509916,7,22069,1770,3734,929651,234.75,9918,501645832,Berkalp12,"884,95"
248,28958,712,121778,456,200,3101,3599,10941,11322,9570,22463,16966759,18660955,11,197379,15128,7932,10244103,257.78,82501,518853992,kaaz123,"1102,74"
249,856,0,3263,260,7,1348,136,448,457,684,912,188559,306889,4,7584,452,1355,237517,84.11,2146,629977524,RenamedUser_36526361,"398,38"
250,5238,409,31362,576,54,2147,1572,3089,3222,1695,6365,5957744,6568900,7,49791,4206,5493,3665811,311.71,19415,513955970,kopciak,"1063,46"
251,23730,50,150961,1062,259,2994,5234,8686,5961,6219,14906,34378379,19607048,9,203066,20326,9803,15827649,629.07,115081,553280264,Barrel_iron,"3235,24"
252,4909,2559,35843,362,82,1755,1598,2908,3108,6756,6098,3915879,2922864,6,77196,2834,4305,2205862,130.36,13940,602110136,stanislav1533,"783,41"
253,8031,0,40912,280,161,1362,2049,4794,5719,20523,10674,3570482,8175624,6,74361,3728,2686,2988641,179.71,24507,595922172,RenamedUser_2603740,"349,38"
254,441,0,4342,217,15,1215,293,471,486,1435,972,254941,212708,7,9187,852,1796,210812,68.41,2932,631348641,XEPCOH_______,"696,93"
255,19998,640,146290,447,311,2153,8731,12240,11353,39636,23904,22090679,19502287,9,235141,22213,7050,10677919,294.57,97438,599563923,xLELIKx,"1364,40"
256,2548,0,16445,327,17,1503,803,1696,1749,5644,3462,1624780,2351105,8,26599,2056,3403,1133533,182.65,10043,627608700,One_love_BMW_,"722,85"
257,24752,1538,160367,606,652,2382,10276,14686,13665,26219,29003,37256608,25676848,9,240845,29593,8003,17587436,397.4,23600,619557685,ChecheH,"1635,04"
258,32076,5479,289217,441,580,2417,17912,30458,33039,51143,64077,45578475,46844313,8,725561,40225,7228,28279688,176.9,174511,510236380,totika74,"804,73"
259,3720,0,14853,247,47,1668,909,2267,2464,6953,4778,1572893,2694292,7,29322,1981,4087,1180945,189.09,5321,619686093,buba1976_2881994,"463,43"
260,10096,3,66627,397,15,1916,465,1898,1585,1593,3498,1040328,1192666,12,116640,3546,2949,1389496,266.74,44975,655501332,malyyigor34_37278936,"1083,68"
261,3458,522,17231,481,64,2097,869,1563,1590,2980,3217,2639859,3152164,6,28411,1777,4471,1548744,297.22,9964,604509560,PonAndrey,"940,08"
262,1850,0,13843,262,32,1512,777,1786,2103,3907,3921,1240997,2193789,9,28411,1789,3714,1027607,149.46,8846,599188688,Mastodont_2017,"437,73"
263,12234,218,43314,388,122,2484,1669,5162,5296,9544,10580,6127912,8518151,7,68416,5676,5810,4102029,325.72,24404,503448521,miki095,"820,69"
264,825,5,4897,254,5,2207,139,527,588,344,1120,336920,560456,9,13510,489,3568,284028,121.66,2801,555441351,Filip_Vojtech,"483,68"
265,426,0,3828,239,16,1287,150,379,429,691,824,167718,307155,5,9136,379,2120,197276,77.21,1552,601310516,misnik_641,"352,64"
266,183,0,1434,174,5,922,143,259,290,1184,554,57305,154094,4,3377,231,1098,96564,62.91,934,521166584,FeWeRcT,"104,16"
267,309,0,4149,450,15,2070,210,422,485,748,922,520143,1051166,7,7636,438,4295,414870,202.89,2254,676538623,massive_edzio,"502,10"
268,719,0,6148,255,16,1276,426,718,722,2742,1456,489808,734461,8,13620,964,0,371481,0.0,0,621715750,RenamedUser_10904160,"574,07"
269,2626,0,15582,255,22,1383,650,1760,1998,2683,3780,1121405,2287008,6,30466,1604,2595,965785,149.44,9367,628454865,ogon_strelok,"425,01"
270,1535,0,39978,369,4,1538,450,613,453,2511,1070,271984,137589,10,79800,1731,1036,395196,33.4,23807,536548426,alephox,"1407,24"
271,1079,0,7901,196,10,1340,243,626,752,1292,1388,206716,605833,4,22053,357,2077,272646,137.65,2245,513842327,Beethoven84,"165,61"
272,5967,126,37980,427,62,2112,1309,2930,3119,3528,6111,4064463,4807077,8,65321,3935,5383,2610006,211.35,23610,503023810,BaczeQ,"970,63"
273,2080,0,9980,210,28,1366,558,1432,1687,3768,3147,791486,1487868,8,22968,1257,2700,661519,120.81,4804,655315824,Moto15rus,"327,15"
274,332,0,5348,206,14,1424,210,441,546,1841,1001,235738,444699,4,9631,389,1942,206259,92.03,2892,666167372,AlexK_878,"402,85"
275,27726,0,182850,793,334,3391,8206,12288,8341,25176,20963,40068895,22219102,11,238707,29850,8314,16615584,570.29,100175,501558758,GGram,"2712,55"
276,6566,921,28222,461,93,2241,1154,2878,2907,2825,5878,4019233,4741962,8,46588,3390,4788,2710808,234.38,17479,617388459,VoLonTer_ZSU,"986,54"
277,2013,0,7431,319,21,1704,270,717,784,5201,1522,445686,819626,8,13048,774,2484,485797,228.27,2082,500257647,NetJazz,"513,40"
278,4655,388,39328,368,77,2363,1770,2886,2673,8524,5636,3142591,2484378,9,78546,4177,4782,2075756,179.68,25024,594920528,velsan74,"1154,24"
279,10410,0,63242,215,160,1116,4765,8476,10922,18866,19558,3991235,12471482,6,122035,4254,2070,4197528,134.49,45440,503627184,Pedros12,"121,40"
280,22118,29,80320,583,189,2160,3948,8723,9077,34345,17989,15824506,19235499,10,108564,10984,6492,10488472,430.15,44919,507201934,TheRealGrowl,"908,25"
281,2238,0,10380,231,27,1345,669,1367,1457,2858,2851,815198,1198663,6,19493,1414,2607,659383,120.59,7105,597504695,PeruoH_38,"500,67"
282,3670,6,18872,220,28,1548,632,1644,1931,4724,3603,705037,1254656,6,38228,1570,1714,791563,93.47,11249,522351484,Zamboa,"365,16"
283,1542,0,6485,230,13,1067,277,777,812,483,1602,329748,583436,5,13521,684,1406,368947,122.31,4204,610296667,asdfghhhth,"414,04"
285,486,0,2422,143,15,633,196,499,638,1058,1152,117804,428180,4,6638,266,915,165139,53.23,1424,530429971,powerblackmr,"34,83"
286,1909,0,9593,243,17,1116,456,1038,1114,2496,2169,552802,942331,6,18067,998,2806,526150,149.41,6329,629461399,RenamedUser_34821761,"490,98"
287,377,0,2187,388,10,1754,115,229,263,497,502,316665,356231,6,3518,232,5448,194666,205.07,1372,611244938,leo0267,"738,57"
288,31306,0,139586,603,261,2520,5993,11899,11252,19417,23412,27325247,27521153,10,200543,17862,8039,14124310,456.68,96743,599749297,CONSAIR_20235261,"1327,98"
289,14317,56,103391,628,232,2797,7518,10868,10051,31082,21151,28482600,15878499,9,177871,20923,7844,13279579,309.81,56833,506686741,jahr2018,"1764,22"
290,8299,342,52172,404,149,2285,2724,5180,5901,10961,11230,9015541,11280991,7,84011,6731,5923,4541523,283.22,34161,596759532,Vasya__11,"903,87"
291,1695,0,8759,185,28,1164,606,1196,1518,3182,2742,427120,1448837,5,24270,659,1919,508295,156.27,1824,619831637,pns9534,"93,43"
292,51989,257,272670,566,362,2928,7253,16392,14186,52238,30940,19171496,20412391,11,503741,27712,7451,17497337,313.59,164044,624051742,buyun_den,"1260,12"
293,646,254,9778,324,25,1641,349,610,647,1015,1282,574517,582676,6,20399,725,2749,415826,122.65,5278,533250610,Sevchuk_rostik,"745,03"
294,1394,0,3421,245,10,1299,208,443,522,2094,975,133257,477681,4,14490,281,250,238774,75.2,6,504839348,BUNDO07,"100,72"
295,10037,348,52999,403,98,1772,2844,5878,6452,9492,12428,6806857,10477683,7,86358,6983,6017,5003390,225.5,32806,525206594,McCayt81,"659,97"
296,1565,1,10411,549,36,1968,361,852,854,613,1742,1611669,1969351,7,16626,1124,5341,957196,274.31,6616,594991764,Grod__2020,"1114,82"
297,119723,3253,478845,680,906,2772,21399,44962,38487,55514,84355,107619955,84223432,11,708910,79642,8250,57399860,479.01,318372,505594555,BOQOM,"1722,02"
298,564,0,3601,825,7,2570,125,262,238,203,507,671650,617005,6,5335,424,5961,418193,308.49,2301,652230279,nasar3592grcs,"1756,27"
299,1192,0,6461,152,17,1000,340,867,1117,2370,2001,206255,645494,4,15898,409,1902,304084,66.45,3306,514530101,Baltsa,"34,87"
300,700,0,6020,196,6,945,229,468,504,1332,978,179577,246658,6,20998,520,1325,191261,65.08,3441,629753560,RenamedUser_35727828,"424,71"
301,178,104,2815,197,10,932,247,386,435,883,831,156955,177821,4,7525,384,1824,163983,62.47,652,513161730,oneadaniel,"292,70"
302,1092,0,6609,220,20,1500,481,973,1071,2558,2064,523394,1056702,6,17293,883,2300,453624,95.88,891,619598147,dan4kkk_09,"346,68"
303,3274,317,18605,400,63,2061,1099,2018,2080,3700,4161,2504265,2898674,9,36893,2630,4330,1666427,195.21,11485,512777607,Pernikowsky_,"896,06"
304,580,0,897,116,11,451,97,309,386,1174,706,33639,164595,3,4314,129,0,82125,0.0,0,509407211,shalabajzer77,"33,91"
305,611,220,5297,234,14,1602,423,665,636,1124,1315,297050,158870,7,11801,1190,1877,307343,43.74,4062,634421588,_pchela_pichela_,"709,60"
306,1069,0,4413,190,13,1198,234,598,703,1229,1314,210628,505816,5,11992,410,2103,249234,104.68,2662,626003035,RenamedUser_24191577,"214,82"
307,2564,0,12456,265,65,1404,660,1397,1489,5207,2951,1156314,1398347,7,23571,1868,0,781108,0.0,0,500647671,Ligardes6666,"742,27"
308,37697,473,167157,605,350,2687,6253,13124,11408,22264,24882,26983056,22068041,9,245542,24260,7804,15062120,487.37,88804,597242898,Zero_Cool007_1229464,"1772,65"
309,34,483,1502,284,5,876,235,306,289,341,600,276032,129674,4,3626,319,1855,170672,45.29,414,571550659,WOT_inTrudb,"687,45"
310,469,0,2251,153,6,925,96,303,348,621,657,58897,162425,6,4730,196,644,100526,60.79,1243,631137036,slavic_langazov,"101,24"
311,1828,0,7341,246,28,1647,473,710,668,2811,1406,205391,251331,8,15496,951,0,345751,0.0,0,504609471,Papouch242,"473,07"
312,48183,962,269539,503,792,2442,12498,25658,24932,57109,51382,58618509,54727929,9,407364,44136,7793,25850047,363.28,130810,595117697,Armagedtank,"1346,36"
313,512,0,3622,153,13,734,165,375,428,1833,816,96116,215022,4,10888,251,0,124779,102.63,247,507459508,zetor5211,"153,82"
315,40208,1719,196758,522,520,2469,11082,22911,23104,21392,46535,55524517,47526258,8,294650,35081,8062,24287497,340.24,136055,598464425,beshenyi07,"1281,25"
316,1150,25,12081,524,23,2196,464,712,689,1644,1424,1209875,1176113,8,19897,1184,5284,746673,261.8,7495,576445874,King20201231,"1416,95"
317,51425,119,221878,668,177,2529,6990,17072,12741,24160,29990,39668779,30396069,10,311602,31795,9611,20036090,434.18,169032,528416047,pali91,"2170,90"
318,3844,1043,19196,415,78,1574,1178,2525,2978,6234,5581,2810468,4802300,5,36226,2106,3653,2313919,217.68,10078,599619172,KILLER0313_146788151,"478,20"
319,369,0,1737,174,6,807,134,288,219,596,513,83422,82441,6,4450,364,258,89309,36.33,5,620059283,xxxSPQRxxx_4208476,"627,18"
320,516,0,2038,267,9,1278,153,350,406,420,765,252280,388447,5,3741,358,2575,203976,113.68,1146,634377848,Kolea__78141182,"462,31"
321,230,0,1374,95,12,478,123,237,279,236,528,19430,66212,4,5498,107,844,50359,26.63,718,519133812,schwepps_tangerina,"40,81"
322,12559,698,56671,427,166,2334,2985,6212,6649,14993,13027,7419150,9496066,8,98700,7979,5035,5557521,235.08,33576,510069353,TingelTangelBox,"769,50"
323,1587,5,6496,227,24,1463,471,1315,1634,4341,2973,547362,1637917,5,15081,687,2026,674520,110.3,3956,536531779,Olda_51,"137,79"
324,75,642,2004,530,12,1610,304,411,400,171,823,706002,181156,5,6705,656,3848,436369,51.63,869,530540018,C4rt3em,"1167,61"
325,41552,6747,256275,540,742,2373,16687,26911,28229,38241,55882,50686048,51292957,8,426926,36849,10198,30192209,307.9,159913,595164768,Stvol_393,"966,33"
326,7336,63,37607,482,113,2399,1805,4126,4622,4660,8861,6800885,8682490,7,58727,5121,9289,4274728,218.54,25591,519547845,AkimoAya,"920,97"
327,3243,0,12985,312,37,1908,493,1586,1602,3190,3225,1424062,2496293,6,21811,1561,3371,1007287,185.9,9087,626702958,Zand54,"645,79"
328,7738,0,38105,277,69,1588,1846,3213,3130,11201,6412,2464546,3324871,10,72737,4374,2890,1777429,156.34,13802,506689929,CLYngon,"712,87"
329,798,0,5918,190,20,910,384,580,671,2470,1271,231944,352323,5,10169,644,1115,241559,84.22,2098,509320966,Cal_Snyder,"365,92"
330,2887,0,13032,232,25,1168,650,1519,1536,3327,3080,834897,1028597,7,25552,1612,3050,714292,107.25,9182,517430617,Menetekel58,"562,67"
331,1952,157,12914,282,46,1770,706,1610,1946,2940,3602,1140421,2378523,5,23740,1352,3202,1014081,130.18,7054,553590729,andyrei13,"379,76"
332,824,0,3293,140,9,811,78,357,393,1040,759,52608,178575,4,9269,157,520,106087,64.84,1584,525395280,gui147,"63,64"
333,512,0,2861,177,7,945,221,437,530,1431,974,132786,278744,5,8066,354,1697,172242,67.04,1665,531888946,Pri50ner,"158,20"
334,607,0,2838,176,18,767,171,346,367,598,731,123599,150254,6,6084,341,0,128579,0.0,0,501801741,MenschGuenther,"359,65"
335,476,0,2150,121,12,635,150,444,491,749,947,72458,174099,5,5548,229,1039,114441,35.35,1272,516404984,humidhunter,"61,50"
336,1898,0,25355,314,3,1230,286,477,398,252,878,198345,97650,9,42764,1238,1084,276099,35.02,14042,534612113,Albireo_warrior,"1316,17"
337,322,0,3035,187,11,886,185,365,386,1014,762,159936,170328,4,7520,355,1374,142838,91.51,199,501618958,Dark_Elite,"434,38"
338,1021,0,7728,159,22,1163,392,847,904,2054,1773,191669,380380,6,33832,731,1244,282194,114.27,280,619098515,TribulusMaximus_956744,"206,80"
339,351,0,4230,207,7,1150,284,464,519,734,990,198067,417685,4,8978,341,1709,205419,105.96,2318,524916628,Superstar_Manuel,"279,81"
340,844,0,2916,587,3,1922,101,297,259,468,559,349280,328909,8,4518,477,3625,328197,236.45,2246,632563061,RenamedUser_65645705,"1434,76"
341,3231,0,16050,256,47,1951,962,2246,2465,6478,4758,1685264,2384571,8,33563,2407,3614,1216257,158.67,8595,620362549,Axe_GE,"590,37"
342,528,0,3057,175,14,881,348,651,714,2526,1379,250685,511138,4,7379,496,0,240804,0.0,0,622673516,RenamedUser_14528464,"218,75"
343,24625,256,117218,520,193,2460,4781,10197,9678,23873,20068,16970947,16157092,8,177556,16477,6433,10431057,316.96,85146,511611414,DieselShow,"1365,85"
344,469,0,2540,167,7,910,81,280,343,1063,630,82295,179908,4,5433,225,1312,105041,78.59,1525,629661405,donbass_244,"189,06"
345,6622,0,21671,251,68,1458,1206,3072,3453,9904,6593,1960011,4069042,8,43382,2818,3411,1655564,224.2,3778,504257197,cezary1977,"392,83"
346,1461,0,6644,254,30,1791,480,1015,1236,2315,2281,788381,1519522,6,12401,886,4358,578665,182.11,2694,622472077,RenamedUser_13711714,"395,52"
347,1567,25,8944,323,20,1487,507,960,1019,5705,1999,578587,810720,6,18914,978,3367,646103,126.83,5464,522917077,Shadowcat2008,"529,06"
348,424,0,3189,201,11,966,194,369,448,2049,828,211683,205037,5,6370,397,0,166123,0.0,0,510541622,Volehun,"460,88"
349,377,0,815,118,9,729,77,276,383,248,668,36280,159721,2,4352,93,1169,78804,59.01,423,527603940,jakub706_iron,"15,84"
